,review,label
46,反抗力度比预期强一些，认真劲儿也比预期强一些（对比哪吒），或许也是正式上映前一直掩着的原因之一。技术层面一般但也有几个让人震颤的场面。开场的“杀杀杀”、被贬后众口“败类”、被一句“转世”蒙蔽，将神（政）、人（民）、自己批判一圈，尽管多少是流于表面。高潮戏的一处语焉不详，联系尾声引师祖出场，对于打破枷锁的力量还是保持着清醒；而更深一层可能是道高一丈的秩序仍在，也可能是希望只能向不切实际的更高处望寻。就电影来说，能成为告慰怨魂的骨片风铃就且算是不错的功绩了，因为现实中连让风铃响起的风都吹不起来。,1
47,中国动画电影在东方式的美学和类型套路上都已经有清晰的模版了，动画技术也已经很棒了，但就是编剧和导演一直都在拖后腿，每次有新片上映，都是死在烂故事和烂分镜上。看完《姜子牙》，又体会到导演对于一部电影成败的重要性，电影真的是导演的艺术，更加觉得饺子导演的镜头设计和写剧本上的天赋。天赋这东西可能靠老天赏饭，动画导演们实在不行，还可以学《大圣归来》的导演田晓鹏，去扒好莱坞动画电影的分镜设计啊，照扒总该会吧？《姜子牙》的问题是剧本整体的节奏出了问题，让故事显得拖沓，姜子牙和小九两个人物之间的关系也没有建立起来，让姜子牙最后的爆发变成了强行开挂。其实片子的主题很好，可惜还是死在了编剧讲故事的技巧和导演的分镜头设计上，期待封神宇宙可以更好。,0
48,本性纯良的姜子牙，在全片近两小时的左右互搏百爪挠心后，终于进化成了更加纯良的姜子牙。除此之外，他的身份还有：一名导游、一株墙头草和一尊没有头脑徒有热血的反叛者雕像。师尊立场的模糊和狐妖身世的单薄让全片意图探讨的宏大议题仅剩骨架。关卡设置的目的性太过明显，反转的桥段全部化作水到渠成，逻辑的顺拐与人物被命运吞噬的无力感背道而驰。仅凭泛滥和花哨的动作场面，救不了这部电影。《哪吒》是四两拨千斤，《姜子牙》是徒有其表败絮其中。,0
49,二刷之后发现了一些第一遍没看成的细节，才能真正理解导演想要表达的大义，创作团队的确用心了。姜子牙在结局真的胜利了吗，只是这份胜利只是暂时的，我当然如此希望，只是他换得了苍生一时的太平，却换不了一世，这为这一场胜利蒙上了几分落寞与悲壮的色彩。或者这就是一场梦，师尊的力量其实一直没有正面展示过，也许所有反抗他的人已经被杀掉，导演只是用一种想象的方式来弥补了那些“不可说”的遗憾，更何况最后我们才知道，在师尊之上原来还有另一种力量。这两天可以看到，《姜子牙》确实引发了比《哪吒》更为深刻且偏行业向的讨论，因为它决定了接下来中国动漫到底应该怎么走。《哪吒》娱乐性强老少咸宜，但仍被很多人批评插科打诨，而这次《姜子牙》则勇敢地进行作者性的表达，这是一种大胆的尝试，也是中国动漫一定要走出的那一步。,2
50,【C】又杂又乱，还无聊。能看出主创团队想突破由《哪吒》所确定的立意上限，可是在立意上走了和《白蛇》一样的老毛病，想说的太多，却什么都没说清，最后就是这么个「高不成低不就」的作品。无论是人物还是情节都浮夸而生硬，影片前三分之二的剧情基本是在用最华丽的美术去包装最无聊的意境，角色间的互动与转变沦为了真正意义上的“儿戏”。至于动作戏更是拉胯，我不知道到底是经费问题还是导演自身水准不足，亦或是两者都有，动作各种掉帧，分镜各种凌乱，无法形成连贯的运动体系。这方面可以说完完全全被饺子导演吊打（《哪吒》就是现在娱乐性协调的最好的中国动画电影）。最后只能说，《深海》那个贴片预告比《姜子牙》全片都好看！,1
51,"现在国产电影能先把剧情逻辑捋顺吗？最后一分钟整出一个师尊的师傅这个角色出场还能再儿戏一点吗？而且师尊你封神力的效果咋还这么不稳定呢？
435",0
52,Ｂ/ 看上去如《妙先生》一般粗糙的剧作框架居然被渐渐化解了。最核心的力量完全来自“封神”之战的正统历史所塑造/所遗弃的庞大废墟地景与渺小人物穿梭其间的张力——他们的目光、步履乃至触碰的双手都既沉重又轻盈。比《哪吒》更惊艳的视觉化概念则同样凝聚于红色上：从红布的记忆碎片，到男性统治权规定的“姻缘”之欲，到最终以反叛性决断瓦解天梯的闪光。姜子牙成为无法被神、人、妖区分所界定所吞噬的幸存者，也正是这种力量不断扰乱着那种“封神”的统治性叙述。有趣的是，在真实历史改编的作品中，我们只看到对这种史观的拥护与加固；而在虚幻的神话中，我们反而看到时间不断被重新开启的可能。,2
53,跟《哪吒》完全不是一个风格。《哪吒》是比较偏合家欢喜剧的类型，《姜子牙》更深沉厚重；《哪吒》讲一个孩子的叛逆反抗，《姜子牙》讲一个中年男人的负重和对苍生的悲悯，“不救一人，如何救苍生”。可能《哪吒》更容易讨普通观众、尤其是亲子观众的喜欢，但《姜子牙》从创作角度来说同样珍贵。两部电影的导演风格有明显区别：饺子不是学动画出身，剧本里有很多有意思的小梗，而《姜子牙》导演是一个小团队，里面有学院派前辈，有海归派高手，有很强的工业水准和团队协作能力。《姜子牙》最突出的是视觉风格，画面细节很精致，动作分镜极快，很多角色和戏份还很邪魅暗黑风。比如天梯那个大仰角的场景设计，师尊的形象，九尾的人设和打斗戏，姜子牙“觉醒”的段落，都很喜欢。分级应该是PG-13。片尾有三个彩蛋，非常期待《深海》。,2
54,姜子牙变身以后磨皮效果不伦不类，七十的老头肌肤欺霜赛雪吹弹可破，可以去代言手机了：柔光自拍，照亮你的美。这个柔光效果简直就是对这部电影的隐喻：故事里的一切都是假的，都是为想象中的观众设定的。所以才会有那么多次强行催泪。最后一刻出现的鸿钧老祖，更是使得故事再入“皇帝是好的，只是被奸臣蒙蔽”的俗套。,1
55,比想象中更好，在我眼中也比《哪吒》更好。制作上应该是迄今为止国产动画的最高水准，文戏有旷达悠远之美，武戏有气吞山河之势。更让我中意的还是背后承载的主题，这才是真正的“我命由我不由天”啊，从质疑所谓“天道”，到质问所谓“神的旨意”，斩断最后一根宿命锁（指的是天梯）的姜子牙，真正拥有了一个自由的灵魂，也有了“救一人便是救世界”的胸怀。最后的彩蛋更是让人期待，彩条屋的神话宇宙这是真的要捏合成形了。,2
56,脸大如盆敢和哪吒联动，难看死了，还一群小孩子旁边吵闹，好烦,0
57,和想象不一样 但画面设定还是非常值得鼓励的  塑造了一个忧郁的姜子牙 这是前所未见的 也不再是以往简单的冒险 而像是一场关于内心信念的考验 是选择相信权威还是坚持自己,2
58,"虽属「封神宇宙」，但与哪吒的高燃欢闹有较大不同，减少低幼段子的存在无疑是明智之选；表达野心更大，诉求更多，格局也更恢宏，画风华丽壮美，多处场景值得称道。

不过也有些许线索延续接连，即对天命与威权的忤逆反叛，面对大众与个体的两难困境选择，以及最后揭开真相时天庭之上的云山雾罩，多重复杂主题在最后处理时仍显避重就轻。

相比哪吒的意气风发，姜子牙是一个犹疑的自我质疑者，三上天梯，挥泪斩人/神宿命锁，最终苦炼体悟是选择成为一个有温度的人，情感的天平偏向一个个有血有肉的个体。",2
59,不值得我在本可以睡懒觉的十一上午起大早去看 剧情太弱 画面我也看不出个所以然 中间的很多笑点有点不合时宜,1
60,就这就这就这？？？强行装逼最为膈应。顶着哪吒的热度和精心剪的预告片，能骗一波好票房。原以为能看到国产动漫之光和封神宇宙的建立。是我想多了。这幼稚的剧情和经不起推敲的逻辑以及苍白的台词，尴尬到坐不住，看在三十八票价。就坐着看吧，主要是时间正好有，也好久没进影院了，以后看电影还真的看评分八点五之上以及自己喜欢的演员了。提前四十分钟离场，看了半小时已经开始玩手机，学了一节外国文学史ppt走的,0
61,"《姜子牙》视觉呈现有惊艳到我，难以想象这是国产动漫，格局做得很恢弘，颜色搭配相当高级美轮美奂，动作设计场面也很好结合动画天马行空的特点，玩了很多真实场景所不能呈现的唯美和极致。
影片让观众跟随姜子牙和小九一起探索未知的战后废墟世界，从而挖出隐秘的真相，姜子牙在“中年危机”中也找到了自我。
在主题上，《姜子牙》更为叛逆和突破，甚至去玩了哲学思辨的回旋，在神话传统的定命论中做了解构和颠覆，在“神管人，神灭妖”天经地义的神话定律上，做了大胆的改编，个人还是非常乐见和喜欢的，中国动漫正在一步一个脚印踏实走出自己的路子，希望能越来越好！",2
62,彩条屋依然是国漫顶级水准。姜子牙的角色可以看出少见但很中国式的苦行僧的形象。他人到中年，开始怀疑自己的目标与存在，将自己与外部隔绝开来，甚至有些自毁倾向，但同时也充满怜悯与温情，在少年向和燃向为主的国漫作品中，独树一帜。他面对的敌人，也不是简单的恶，而是一个由权力编织的谎言深渊。救一人可以等于救苍生，这样的人本精神，在如此集体主义的国庆档中，更显另类和难得。,2
63,想了半天真的给不到两星。不是无下限，就是基本功不行。看得出立意高，但人物实在是过于扁平，情节编织非常笨拙，毫无戏剧张力，情感深度不够。公路部分两角色的关系变化很莫名其妙，看得出想炒很虐的cp，但真的打动不到我。如果哪吒是钢铁侠1，姜子牙要和无敌浩克一样被遗忘了,0
64,不大适合儿童，幽默的点做的也远不如哪吒。但喜欢这部还多过一点哪吒，哪吒没了削骨还父，做了一个混世魔王熊孩子，最后还是顺从。姜子牙虽然必须得到师祖帮忙，到底还是反抗了师尊安排下的一切，他命由我不由天，救下眼前人。赶脚这个宇宙不太好统一啊。,2
65,完程度和内核表达一点也不输《哪吒》，几场大战气势颇为磅礴和鬼魅。延续了哪吒的反传统英雄的人物塑造，哪吒是叛逆反骨，姜子牙边缘人的对抗，没有了年少轻狂，是不卑不亢的坚守，对权威挑战。姜子牙从始至终是孤独的，为了寻找自我与真相，可以与天下苍生对立。最能打动我的一点是，看多了把“牺牲小我成全大我”当歌颂的电影后，我们终于有了这样一部真正有人文精神的电影，这或许才是真正值得珍惜的进步。,2
66,如果说《哪吒》让我惊艳，那么《姜子牙》则让我惊喜！区别于迪士尼、皮克斯，完全延续了自《大圣归来》《哪吒》开创的国漫独有的动画大片模式，依旧是奇幻+动作，也依旧是国漫体系下独有的视觉奇观。古代神话与动漫美轮美奂的视觉无缝接合，幽灵山、归墟、玄鸟……美的令人眩目。“不救一人，怎么救苍生？”如果说哪吒反叛的是人命，那么，这一次姜子牙反叛的则是天命，也就是说，在中国独有的哲学命题上、世界观上，其实姜子牙挖的更深走的更远也更宏大。哪吒反叛性只是体现在“人命不可操控”上，而姜子牙的反叛性则体现在“无论是人命，还是神命、妖命，皆不可操控”！也因此，姜子牙其实是个更具悲剧性的人物，表面看起来也更为暗黑，也因此最后的归墟大战以及对天尊的反叛，才来的更为热血，更加让人兴奋。,2
67,"统治者的三板斧
【宿命锁】把欺骗操纵和不公，涂抹成成功幸福和正义的模样，向九尾兜售成功，向妲己许诺幸福，向姜子牙传授正义
【归墟】宗教领袖和统治者口中凡人的唯一救赎，是下辈子会更好的大饼
【封神榜】斩断善念牺牲个体的大局观是一个管理者必备的境界和觉悟

你一定从开始就猜到九尾怀中的孩子是妲己，你以为她天赋异禀身份反转能够挣脱宿命枷锁变成主角，可惜不是；姜子牙讲得就是这样残忍的故事：别做梦了，你就是一个被牺牲掉的历史代价，你不重要

世俗的封神榜所载皆王侯英烈，不会有人追念一个被牺牲掉的无名氏，就算她后来变成了赫赫的妲己，这名声也无法诠释当天殒命花轿的姑娘的人生；遑论那些战死沙场的小卒

经过今年初这魔幻的世界，我们没有谁可以笃信自己不会成为那个代价；这时如果站出来一个姜子牙他还愿意在意你呢？",2
68,在新世纪第二十年用动画重拍了一遍芙蓉镇，姜子牙斩断天梯/宿命锁后的太平想象与前者“过过老百姓的日子，别老想着和老百姓过不去”的教诲如出一辙。可除掉狐妖，斩断天梯，真的就太平了吗？屡屡吃二遍苦，受二茬罪又是为何？姜子牙的答案是，政治官僚操纵。然而，斩断天梯，究竟指向一种完全去政治化的过日子，把正义交给新的代理人，还是真正的去精英化的大众民主，依靠自发性的探索？神建造天梯，又是神斩断天梯，可是人呢，到头来仍是神的子民。这是姜子牙令人失望的地方，但问题本身已经触及新的高度,2
69,就像导演所说，不要抱着《哪吒2》的心态去看《姜子牙》，作为几乎同时立项的两个项目，《姜子牙》和《哪吒》是完全不同风格的两个作品，《姜子牙》相对深邃，也更具思考意义，更偏向于严肃作品。这么来看的话，《姜子牙》确实可以称得上是今年全球范围内最好的几部动画长片之一了（当然也是在疫情肆虐，皮克斯的《Soul》迟迟不上映的情形下），姜子牙vs天尊的“自下而上”的故事确实可以挖掘出不少值得琢磨的价值观，再加之绚丽的画风和扎实的技术，观众稍微调整下预期，这依旧是一部足够优秀的国产动画作品。,2
70,我很想感动，但我真不知道你们到底在演什么。,0
71,几部国产动画电影票房大胜后，一些早已存在的问题终于在这部影片中回落井喷。插科打诨式的台词并不适用于每部影片，剧情本身的孱弱就是根本性毁灭，再好的画面也无法掩盖，视觉调度的设置是否真的匹配电影这个体裁亟待商榷。唯一个可以肯定的是，姜子牙和四不象的形象设定还是很出色的，在衍生品市场大有钱途。,0
72,看了姜子牙，想到周星驰的好，他真是轻灵。没有拯救苍生的执念，从来不想成为谁的神。,0
73,很失望，比大圣归来还难看。动画做成公路片就像看人玩游戏一样，着实无聊。,0
74,没有像哪吒那样刻意插科打诨，动画技术和美术水准也始终在线，而且能看到一些稍有灵光的瞬间。但超负荷的视觉设计在最初的惊艳后只剩下疲倦，导演分镜技巧似乎更适合网游宣传片而不是电影，剧作的确狗屁不通，角色是重灾区，而且创作团队只是在烂俗的好莱坞反叛套路里面加入了一堆空洞的概念和口号，三界，众生，都只是徒有其表。到头来还是处在有钱有技术，但电影创作基本功一塌糊涂的阶段，因此再怎么有野心有想法也显得无力。,0
75,让我看到了摩西开海，创世纪，耶稣的影子。师尊的上面还有更厉害的人……,2
76,画面更精美，制作感觉也烧了钱，但是总觉得花这么大精力只是讲了个“电车难题”的故事有点高射炮打蚊子，舍一人救苍生，宿命锁这些都勉强可以看成是对哪吒“逆天改命”叙事的变奏体。其实我更感兴趣的是，姜子牙作为“体制内”的游离者/出逃者，以一己之力对抗权力的故事，当然感觉这方面没法说太细，所以也只能隔靴搔痒点到为止。怎么说呢，就觉得片子的主题所有力气全都放在最终大战的那几句喊口号上了，结果呢，姜子牙跟师尊还是都受了罚，姜子牙觉得打碎天梯就可以改变不公，师尊以为统领三界就能够隐瞒真相，殊不知，一山更比一山高，big brother is watching you……所以这么看的话，这或许是部职场戏？,1
