,username,vote,review,rating
10,居无间,1736,哈哈哈哈哈笑死我了。这部剧可以看作国产沙雕剧的一个小小的里程碑。演员的表演夸张有度，非常讨喜。剧本有梗有料，对穿越和女主编剧身份这两个核心设定的利用度很高，笑料和情节都是据此来做的。编剧进入自己所写的剧本世界，有文学上“自反”的意味，逆天改命，自成风流。男尊之城与女尊之城的设计也挺好，反差玩得很溜，调侃男权，幽默且自带反讽。,4
11,沐沐,411,好看诶！！！十集追平了，本来就是无聊随便点开的剧，没想到目前为止居然是我今年看过的最好看的一部剧（包括上星剧）梗太多了，笑点很密集，虽然BUG也多，但是剧情逻辑大体还是可以的。很多人说是女尊，我觉得只是借用了女尊这个引子，内核还是讲男女平等，但是将恋爱戏放进女尊这个框架内瞬间就化老套为新颖了。男子守宫砂，男德，居然还有男绿茶婊！这些性转一下放到普通恋爱剧里面让人烦躁生气的剧情放这部剧里简直爆笑。男主性格有点类李承鄞但远远没有那么扭曲，自我脑补式谈恋爱，集狠辣傲娇中二于一体，女主行走的吐槽机器，每一集都金桔频出，赵露思这里真的比三千鸦杀里瘦了好多，果然还是瘦下来好看。希望后面不要烂尾不要烂尾不要烂尾！！！,4
12,宋小卡,359,我天啊，我竟然，真香了…………女主长得太可爱了天惹！,4
13,小艮,256,哈哈哈哈哈哈哈半夜笑出猪叫。,4
14,待罪的火因,207,我以为大家都能看懂编剧是在反讽而不是谈女权:-)难道不是在故意把男权社会出现的极端用女人的口吻说出来让大家意识到，让现实生活中的男性意识到女性被这样对待的时候有多无语吗？剧情里那样的社会无论男权女权都是操蛋好不好？编剧就是在用不合理告诉你，女权这个词诞生的本意就是平权，如果真觉得这是一个女尊剧那我只能说，ok，哈姆莱特，你继续,4
15,任国超,363,太好笑了哈哈哈哈哈哈哈哈里面好多反讽的，本i女尊太快乐了，还有穿书的设定，这哪是开金手指啊，直接手握剧本纵横全剧就vans。人设都很讨喜，节奏也不拖沓，是下饭好剧,5
16,Rinooo,302,哈哈哈哈哈哈太逗了，丁禹兮肯定是这两个月的爆款了，我可太喜欢赵露思哈哈哈哈哈哈哈,5
17,青春有你楚雨寻,488,好笑是好笑，但是披着女尊的皮实际上搞男权真的没有必要。,2
18,囡哖,157,笑得我妈以为我疯了,4
19,沐梵,88,做原创古言需要勇气，说到底还是剧本给的底气。编剧借编剧出身的女主进行自我解构，女尊男卑的社会，手握剧本的贪生怕死型女主，自我攻略不禁撩的恋爱脑男主，还有极品绿箭男配婴婴，沙雕，反套路。从来如此便对吗？性转是个好东西希望你也喜欢。,4
20,慕容兔兔,1463,女尊大旗舞得迎风招展，结果女孩子臂上还是有守宫砂，女子贞洁在编剧心中仍至高无上……,1
21,贤者の爆料,417,又是国产烂俗伪大女主戏，给俩分算上给你面子了,2
22,TERRYZY,617,啥玩意？ 的确，这剧有的地方挺逗，但对我来说这种毫无逻辑和情景的硬梗真的，笑不起来啊。 剧情？逻辑？台词？ 抱歉，编剧导演想咋弄咋弄，反正是穿越剧呗，不过这部真心是穿越剧中的辣鸡机呀！！,1
23,Frances,495,打着女尊的名义 实质上是彻彻底底的男权父权 我恳请编剧稍微用点心 别把观众当小学生糊弄！,1
24,温油三两,359,现在的剧是不是不提女权没法讲故事，男主又丑又没演技，女尊还给女的画什么守宫砂，一股子封建余孽的味道,1
25,鼻屎君,306,现在怎么花痴剧这么泛滥，能不能来点硬核的？,1
26,管⁢⁢理⁢员,357,第一集很好看，越看越emm，女主在一个女尊城说在内听男主的并开始疯狂舔男主抱大腿，男主对女主改观竟然是因为女主还有守宫砂？？？后面女二又黑化了…hello？那又何必披女尊皮,2
27,派大星～,306,披着女尊皮，看到守宫砂那儿打扰了骂骂咧咧退出来了。女主露思挺好的但是男主真颜值演技都不行…,1
28,你是哪块小饼干,271,网剧低廉制作，和让人尴尬的台词，整个观感真的很不舒服，后悔昨晚点进去,1
29,迪西,280,被女尊男卑的设定安利过来，结果发现剧情毫无逻辑可言，混乱幼稚也不好笑。女主既然是穿越设定，已知剧情却又步步走错。女权设定以为会有什么不同，结果仍是困囚于恋爱格局实在小。,2
30,阌叶,256,一个字，尬，好好演戏不行吗，台词也不行，演的也不行，无语。,1
31,赤提桃子,225,营销铺天盖地我还以为真的搞到女尊剧了 实际上就是批着女尊皮的小言 看到后面越看越不对劲 如果是日常小甜剧可以但剧方要拿女尊做卖点上演小言就很恶心了 说别上纲上线这就是个小甜剧的也蛮好笑 一边打着女尊的旗号营销一边让被女尊吸引来的观众别上纲上线 你哪位？,1
32,十三只狐狸,183,演技不过关，剧情拖沓，我看这个剧是想看男女主谈恋爱的，不是一堆男人争一个女的或者一堆女的争一个男的，这种剧情早就过气八百年了好吗👌而且这部剧逻辑不能自洽emmmmm女主穿越到的花垣城是女尊世界观，女子当家作主，结果第一集还是第二集给女主来了个守宫砂exm？在开玩笑吗，古代男尊社会有给男人点守宫砂吗，还有男主在教坊司跟苏沐比拼的时候，围观的说了句三公主跟了少君，按女尊逻辑来的话应该是少君跟了三公主吧emmmmmm,1
33,江湖骗子,61,好久没看过拍得这么唯美，剧情这么狗血紧凑的言情古装剧了！,4
34,红叶成诗想到秋,234,说说喜欢这部剧的原因:1、整体颜值高节奏快幽默搞笑2、自身定位古装搞笑剧，虽然是穿越但不搞什么假文言文和现代文的碰撞梗，就是完全架空，自带吐槽3、剧情推进不埋烂梗不拐弯抹角，直接推进，没有假龙骨没有超过半集的误会，以幽默搞笑接狗血煽情，智商是什么看甜喜剧的时候并不想被侮辱，笑就完了,5
35,小张,172,狗血淋了一地,1
36,醉卧山河,247,前两集好看，搞笑也挺吸引人，然而后面剧情乱七八糟，扯淡无聊，走向莫名其妙，完完全全落入俗套。原本英姿飒爽的原三公主，到她就变成了各种作死闯祸，活得举步维艰，没点儿魄力，劲儿全用来讨好男主，靠玛丽苏傻白甜一路躺赢。男主原本杀伐决断，狠辣无情，结果被女主刷好感刷成了恋爱脑，人物光彩瞬间被削弱暗淡。整部剧披着女权的外衣，标榜女权，本质却还是男权思维的男权社会，仍是在迎合男权，硬cue的平权说出来倒像是个笑话，真是阴阳颠倒男权女权思想的碰撞倒是好了，这算什么？既然是女尊国，还给女子点什么守宫砂啊，要点也是全该给男人点啊，军人侍卫也基本都是男性，说好的男人地位地下呢？逗我玩呢？我看啊，这才是剧里暗藏的反讽啊。还有，服化道是真丑啊！！！垃圾审美！,2
37,江山孤客夏夷则,167,营销比演技多，仪态和演技一样差。,1
38,你是谁,156,...很尴尬呀，我的天，这一水的好评让我质疑了我自己,1
39,柯尔鸭·唐,146,第六集什么**逻辑，昨晚上四集看着挺好玩的，突然来个**。陈芊芊为了推开韩烁到陈楚楚身边，但龙骨那场戏演太过了吧，所有风头都在陈芊芊身上，你让韩烁怎么去心甘情愿去陈楚楚那？就算虎落平阳，但陈倩倩到底是城主女儿，原来城主大公无私一点都不护着女儿的？之前母亲人设可是高亮哦，你搞笑也要有基本的逻辑在啊,1
40,欧茵欧茵没有我,227,剧情上下很经不起推敲（我甚至觉得不是推敲而是一看就是破绽），看了就会觉得粗糙，无论是人物的举动和反应还是情节的推进就像是儿戏一般草率，为了推进而推进，为了过渡而过渡，生硬和无力，基本没啥反转和高潮点。感觉剧情又从新奇搞怪冲着无脑走向了。我本意对开头的陈芊芊（剧本里的陈芊芊）眼前一亮，以为赵露思终于接演娇纵野蛮的的狠辣角色了（关键是她演这种还很有味道），没想到到了后面又是穿越成一般性格的现代人，太普通没特色不带感。这样的剧就像海绵宝宝里的派大星和名侦探柯南里的琴酒的戏份被剪一起一样不适。搞笑是有一点，但真的就一点。我想请导演和编剧醒醒，这样的戏真的有意思么？难道男女主半斤八两敌我相当的匹配有那么难演吗？这样真的不会出戏吗？我看着好疲惫啊。,2
41,Jack Sparrow,123,演技辣眼睛，2020年了,1
42,ppppppppigeon,109,这不就是十年前流行的小白女主，全世界只有男女主的爱情最重要，女主不管做什么事都能得到原谅，男主为了女主放弃各种谋划，霸道的让我尴尬，女尊把男尊女卑颠倒过来，把男性塑造成娘娘的角色，这样的理解真的很浅薄。,1
43,anni-sunni,200,表面是女尊实质还是玛丽苏小言，前两集渲染女主地位多高结果要是跟男二结婚居然还要和男主离婚，为什么不能把女尊设定贯彻落实？而且女主还是个傻白甜依靠男主的设定，少城主考试完全依靠男主帮助和妈妈放水，陈楚楚文武双全，对女主态度也是没话说，并没有因为女主抢亲就对她埋怨，但是女主却因为主角光环成了少城主压她一头，结果她还不是亲生的，女主妈妈心都偏到太平洋去了，黑化非常合理。还有女主的掌权等于男主的掌权，女主所获得的也基本上是男主帮助的，女主在私下还听男主的，完全是借女尊设定苏男主，一切衬托男主，十集弃。,2
44,贝洛克鲁斯,154,作为一部网剧，头笑掉了，已经够格了！,5
45,沧海横笛,112,两集弃，水台词闹着玩的，硬剧情不存在。,1
46,云朵,88,感觉这部剧的价值观是：女孩子就要不学习不努力不学无术才可爱，只要表达单纯善良再加一个守宫砂就可以得到全世界。作为剧荒情况下的配饭的无脑剧却让我吃不下饭了…………,1
47,灵文,98,看到第二集就受不了了，说男的不能识字，结果她未婚夫识字，找仨同行全是男的，太批皮了。应了男主演员角色那句话，她压根不理解女权，就她本人在自己剧本的表现，也难怪这这剧本写的漏洞百出。剧本写的够烂，剧大概是配得上这个剧本的吧。明明性转就能做好的人物安排除去背景叙述全是假的，不知道是不愿做还是不屑做。打着女尊的噱头却处处腐朽。,1
48,我倦爷无所不能,86,女权追求的是平权，很多人说剧里面女尊男卑过头了。但这属于没有好好看剧，现代部分男主就说了这个问题，就是女主一跟他说话，他就飞天上的时候，说明编剧是了解这个思想的，但大多剧情是发生在女尊男卑的环境下，可能还是求一种新颖性，反正我是看得很开心,5
49,唐宁🇨🇳,165,前两集有意思，我还给朋友安利。看到第五集实在撑不下去了，女主不顾阻拦偷龙骨那里我真的想翻白眼。还有，别拿女尊来搞欺诈式营销了,2
50,moot,97,赵露思能不能别演穿越剧了我都看烦了……,1
51,一场孤独的旅行,92,说好的女尊呢 货不对板,1
52,杀死金鱼,154,男主是就会一个表情么,2
53,炸鱼宝宝,86,我要是陈楚楚，肯定觉得陈芊芊是个绿茶。而且，导演对女权的了解实在太浅太浅了！想反讽，玩女尊男卑，那么女性在社会中就需要掌握绝对权力，整个社会的资源优势和制度都会向女性倾斜，甚至会极度物化男性。在编剧笔下，我看不到一个强大的女性主导国，只看到一个表面嫌弃男人，实际上见到邻国公子依然围观尖叫着进行强者崇拜的国家。建议导演先搞懂片头说的“平权”吧。还有什么“养你”这种“宣示主权/霸权”的词真是荼毒青少年。,1
54,周海媚,150,挂羊头卖狗肉,2
55,蚂蚱跳了一整夜,111,"人不大好看但演技可以的，女主特别可爱，节奏明快剧情沙雕，好看的！继续观望。
shit！后面好难看！弃了！ball ball自己真的不要再尝试看国产剧了",2
56,清悦,71,千万不能带脑子看，千万不能带脑子看。,1
57,雪地上撒点盐,73,第三集开始变得无聊，剧情越走越崩，男女主也没什么cp感,1
58,吉庆有余,109,见过营销演员的，第一次见报团营销编剧的，求别给业内编剧丢人。编剧的精力用在作品上也不至于写出这么个用题材博眼球实际上内容低俗的破作品来。另外露丝妹妹，这么好的条件为什么一直把自己困在这种小成本玛丽苏剧里？,2
59,DEC2,80,除了肉丝的颜一无是处,2
60,L.🐰,71,赵露思是谐星吗，以闹着玩搞笑为主？她演的好像都是那些闹着玩一样的感觉！,1
61,盈莹蓝精灵,69,脑残剧，，不过我妹妹看的挺开心,1
62,阿西,760,伪女尊，我喜欢剧开头那个原版的陈芊芊，女主穿越过来后就变俗套了。编剧还是有点小聪明反套路的，然而还是没有惊喜，最后把女主写成和其他小言女主差不多的样子。,3
63,梦露小姐,96,前两集我是真的喜欢，特别有趣搞笑，有节奏感，逻辑稳，肯定要夸。但编剧开始走忠犬甜宠风之后，我就觉得尴尬了……原本男主腹黑多疑有计谋，有时候带着那么一点可爱傲娇。但第三集开始男主身上出现了自恋、恋爱脑、痴汉、过于情绪化的表情肢体等一系列我感觉崩人设的设定。后面的剧情设置也没有前面那样精彩，老套又没有逻辑。演员其实都还不错，前两集是真的不错的……可惜了。,2
64,别爱我没结果,45,太拉胯了，还有我喜欢女主穿越前那个混世小魔王人设，不喜欢编剧这个二百五自作聪明的白莲，还有男主实在是太丑了，那个叫啥丁禹兮的，强捧遭天谴啊，不要让丑人污染大众的眼睛,1
65,kakakarl,291,在进入剧本世界后还蛮有意思的，花垣城女尊的设定，很多反讽点笑死我了，可比起男主，我更喜欢看男二裴恒，毕竟你们定亲了，女主就不能纳妾吗？！,3
66,软软软梅子,54,真的很尬，完全不知道7.5是怎么打出来的,1
67,徐若风,233,谁能想到全剧到最后写的最丰满工整的角色竟然是...裴恒？编剧玩了一把元叙述和女尊社会，点子都挺顺溜，值得鼓励。社会体系里诸多不合理设计，看着无厘头，反倒很适合点题男女平等。不过编剧失误还是不少，肉眼可见的bug、稍显生硬的转折，以及最后阶段整体轻微崩坏的人设...看好丁禹兮之后的星途，他的长相和表演都很有记忆点。,3
68,1930来的先生,76,看了两集+后面十集预告，真真披着女尊外皮的小言剧，倒可以看只是拜托别拿女尊营销了行不行,2
69,夜礼服假面,41,支持南镇老师哈哈哈哈哈哈 真的好看！可爱！,4
70,星野,195,赵露思太可爱啦，小甜心一个，陈芊芊和男主快撒糖哈哈哈哈。,3
71,小黄,73,芊芊怎么了，穿越过来六识封闭了吗？所有人喜欢她就是装不知道，矛盾不矛盾啊。打着创新的牌子，用着最烂的剧情，再用两句网络段子台词串在一起的辣鸡剧。,2
72,okok,43,天，越看越后悔。编剧后面写崩了吧,1
73,なつ,44,第一集挺新奇，后面就没啥意思了，为了搞笑而制造笑点，不好笑，为了突出感情而硬撩，不苏，剧情bug也太大了，女主是编剧欸，这么没脑子的吗？难怪剧都这么难看。,1
74,已注销,163,这是尊吗？这也不是女权啊，根本就是无力的YY，很多行为就是性转过来的男权恶习，真的很……不要强行贴标签还能当个小甜剧来看，但是贴上标签之后，被膈应到了,1
75,已注销,39,很一般，剧情很尴尬，编剧硬扯男权女权但逻辑都不通啊,1
76,toda新婚快乐,39,被营销骗了，kao，别蹭女权热度了行吗。,1
77,苹果酒与书,62,不用脑看沙雕甜剧打发时间 赵露思长得甜 接连看十集还是有点腻,3
78,淡定,26,典型的高开低走，我看第5集就不对味儿了——女主过早鲁莽且肆意地抢走龙骨，然后像故意配合下毒的男主中毒后一系列行径，再观望到第7集就没劲儿追剧了。女主对一些群众角色同情心泛滥，对亲近的关键人士包括对母亲的感恩和心疼却敷衍和忽略，等等，各种逻辑不适使女主的人设崩得没发说。本来开播前就对本剧的题材和风格特别感兴趣，前面也十分带感；但冷水泼得太早，猝不及防，期望越大失望越大。后来一言难尽，比较反感女主演和本剧，就此搁置罢,3
79,方枪枪,26,挺不错！国产具做成这样很棒了。反转一而再再而三递进：男女性别地位的对换只是一层反转，然后两个国家间的男女不同身份间的差异造就二层反转，最后才是现代与剧中的反转，在这不断反转中也就有了戏剧的张力和喜剧效果，张弛有度，节奏适中。当然，也对当下编剧以及影视业诸多现状进行了吐槽。ps：赵露思在这里的演技也挺出彩的，有种特别的反差萌。,4
80,星河长明,34,"最不满意的应该是编剧和女主了。女主营销过多，但是实际情况是演技差。

设定乱七八糟的目前迫切想吐槽是剧情，男主最开始设定腹黑狠心冷漠狡诈之人，结果就因为女主一句希望你开心，然后彻底变成傻白甜，恋爱脑。拜托女主刚用能让你死的计谋陷害你，你就忽略了？很无聊真的很无聊这种人设，我不吃小奶狗，这人物编的太弱智了。",1
81,Marsh L,77,不会这也要吹吧……影视生活也太贫瘠了……,2
82,头像的人爱我,79,我很想说，女主演的角色过于单一，仔细看看大部分的剧，几乎全是差不多类型的人设。……我实在看不到进步，就是只换了个角色名字，演的人物性格设定……几乎一模一样。,2
83,misaki~,75,"唉…首先，我要是女主，我不会想着回去的，在这里我是城主女儿，我二姐文武双全，我还有剧透大法，只要跟着她吃香的喝辣的就行，
其次，要回去的条件是二姐继任的话，直接搞死男主完事啊，干嘛还要抱他大腿…
男主有什么必须活着的理由吗？你是编剧，你有上帝视角，你能不知道谁忠谁奸？一锅端了就行，另一座城开战也不怕呀，他要能打过早打了，至于送个质子过来，况且你把男主啥了，那座城自然陷入内乱顾不上开战了，城主该着急生小孩了
2星给城主＋姐姐＋女主小厮＋赵露思",2
84,Laura,63,在女尊设定的花垣城，到处闯祸、游手好闲是可爱的，殚精竭虑、骁勇善战是无用的；甜甜软软、被很多男人喜欢是可爱的，一心用功、竭尽所能为继任城主付出努力，是可怜的；为女主撒蜜糖，就让所有人都无缘无故的偏爱她；为女二造恶毒的人物动机，就让她付出一切努力却什么都得不到。在花垣城，努力不值一提，讨喜才是最重要的。就算你数十年如一日习武、读书、带兵打仗，没有男人喜欢，你也是悲惨的；且看女主，有了男人就有了花不完的银子，有了男人就有了被偷偷调换的试卷，有了男人就有了唾手可得的城主位，有了男人就被保护、被宠爱、被偏向。这就是我们女尊设定的花垣城。太恶心了。,2
85,蚂蚁没问题,20,老年人属实是看不动，就【我不想当城主我不想让男主爱我，但事情就是这么发生了我也没办法】这个剧情，要不是赵露思长得可爱，我那句【bitch please】可真要说出口了,3
86,nestaroddick,34,咋咋呼呼的女主。。看不下去。。反套路，最后还是玛丽苏剧。。,1
87,vv,66,还行吧 挺搞笑的 可以当下饭剧看看，两颗星给可爱的赵露思。不过打着女尊的幌子营销，看两集就知道实际还是男权，侮辱观众智商吗 。熬夜看完了八集 对后面的剧情一点兴趣也没有了,2
88,陈大本事没本事,39,越来越看不下去女主的人设，弃剧了。智商下线绿茶白莲花女主，刻意黑化无辜女二，恋爱脑自以为是男主——利用男女尊冲突出圈最后还是这种无脑女主，我仿佛被骗了一样觉得恶心。,1
89,零食控,65,有点尬 但还挺搞笑的 宠妹女二逐渐黑化我真是越来越不可……女主人设有点矛盾 善良吧就感觉有点儿圣母 说她圣母吧做事又不考虑别人感受略显自私……沙雕网剧 还可以的 题材也蛮新的 更新：别吹了 果然烂了 弃了弃了886,2
90,郁竹,32,女尊剧女主竟然还有守宫砂……,1
91,半仙,29,13.14集什么玩意儿啊？生气，女主作的一逼，高开低走，先给一星，后期剧情要是能好再改回来,1
92,陈陈陈,38,一边说着女尊，实际上还是处处透着男权,1
93,琉璃,52,前面五集挺不错，起码笑点多剧情推进也快，后面真是一泻千里连笑点都没了……披着女尊皮罢了，女主后面又磨叽又聒噪，本质无脑傻白甜小言剧,2
94,阿禤呀,36,真的没啥逻辑，有点尴尬，而且赵露思每部戏风格都这样，不腻嘛😂,1
95,笨熊,40,说这部剧是女尊的简直是最大的笑话。女主为了一个男人，把周围能坑的亲人坑了一个遍，这TM是女尊？真是被人卖了还在给人数钱啊。一个傻白甜就耍的一群人团团转了，就是一部傻白甜的无脑剧，搞什么男权女权，意淫无极限么？,2
96,夜来如歌,35,女主简直是有病，一直作一直作，你就作死吧！更新：女主简直是又蠢又作，前十集还好，后面就无限崩塌……,1
97,袁之望,42,以女权为噱头做宣传的片子，内容却与真正的女权没有任何关联。反倒陈楚楚更有女性的影子，女主这种不带智商胡乱行事，文韬武略没有一丝能行，全靠光环过生活的人，确定不是在污名化吗？,2
98,杨小杨_O_O,28,"三千鸦杀的时候就get不到赵露思的颜 演技也尴尬 全靠九云大人硬撑
emmm……无脑烂剧又来了？哪位大佬要强捧肉丝？颜不行 演技也生硬 强捧也难红",1
99,Sugarplum,33,披着女尊的外衣，骨子里还是跪舔男权,1
100,郁竹,32,女尊剧女主竟然还有守宫砂……,1
101,半仙,29,13.14集什么玩意儿啊？生气，女主作的一逼，高开低走，先给一星，后期剧情要是能好再改回来,1
102,陈陈陈,38,一边说着女尊，实际上还是处处透着男权,1
103,阿禤呀,36,真的没啥逻辑，有点尴尬，而且赵露思每部戏风格都这样，不腻嘛😂,1
104,夜来如歌,35,女主简直是有病，一直作一直作，你就作死吧！更新：女主简直是又蠢又作，前十集还好，后面就无限崩塌……,1
105,杨小杨_O_O,28,"三千鸦杀的时候就get不到赵露思的颜 演技也尴尬 全靠九云大人硬撑
emmm……无脑烂剧又来了？哪位大佬要强捧肉丝？颜不行 演技也生硬 强捧也难红",1
106,Sugarplum,33,披着女尊的外衣，骨子里还是跪舔男权,1
107,谢笙歌,30,今晚的两集真的失望，编剧脑子抽风了？国产女主又开始无脑傻白甜了是么？自己犯蠢还坑别人。女二是真的惨。看了预告，女主人设是真的崩了，只能说这个编剧真作真矛盾,1
108,你居在我心里,31,演技真是尴尬，女主演那么多年的戏还是一点演技都没有，全靠男主的颜值撑着,1
109,顾,37,高开低走  后面真的越来越难看  披着女尊的皮实际还是男权社会 还搞什么守宫砂  女主就一直是舔狗人设  性格真的很无趣  我还是比较喜欢没魂穿前的女主 bug也是真的多 好多地方没逻辑 也就剩一个搞笑在维持了,1
110,莎欧妮,29,编剧想表达平权我知道，我知道第一集现代戏的时候就表达了女权不该建立男权之上。ok没问题。但是女尊城这个设定，不是观众yy吧！？既然剧里是女尊城，那么守宫砂这种脑残设定就是bug啊……洗白的也别说别人智商不够看不懂编剧意思了……再者，编剧想表达平权，这剧在某些人眼里就值四星五星了？这剧究竟是剧情优秀？还是演技优秀？还是制作讲究用心？,1
111,说什么🐷话！,34,打着女尊幌子的沙雕傻白甜！爬！欺骗老子感情！,2
112,此情可待成追忆,29,剧情挺尴尬的，不好笑。不过个别演员炒作的挺猛。,1
113,将子,36,尬得抠出一栋楼,1
114,赟在心,30,这女主又是和春花秋月一样的白莲花，恶心死我了，这种女主就俩个字不配。,1
115,🐳,34,不明白为什么7.6这么高分，这剧披着女尊女权的皮，但是女尊这边全是男的干活明显不符合逻辑，而且男主这么厉害你不如直接篡位吞并算了，干嘛在这里谈恋爱？城主也感觉降智了，就是沙雕无脑喜剧，逻辑还有剧情bug一堆，人设前后矛盾，一颗星给颜值还有喜剧笑点吧。,1
116,蚂蚁没问题,20,老年人属实是看不动，就【我不想当城主我不想让男主爱我，但事情就是这么发生了我也没办法】这个剧情，要不是赵露思长得可爱，我那句【bitch please】可真要说出口了,3
117,淋,29,撑到六集弃，编剧水平有限，前期有趣的背景铺垫之后，越来越崩,2
118,朝歌,28,磕不下去！男方真心实感，你就当看戏，且三番五次无辜脸做引人误会的事，人设贼牛逼目光如炬的男主就看不穿，其实这种文最崩的往往不是女主，最崩的是那个英明神武的男主。引起正常人众怒再自然不过吧?粉丝再挨个底下说出花也没办法让正常人咽下那股恶心劲——我不想和粉丝讨论，喷我的加倍反弹！（男女主长得都不错，尤其是男主。）,1
119,Jouliey,25,女尊都尊不明白……服了,1
120,兽与面具,33,粗制滥造，演技尴尬，情节老套，太难看了。,1
121,san,30,正片没怎么看下去，男主被指出像小夫之后就无法直视了，这部剧的营销味太重了,1
122,辞无期,21,少点营销吧，天天通稿碰碰车累不累,1
123,花开无叶,31,普通网剧的水平，一抓一大把的水平。营销倒是太厉害了，骗人们去看？可惜播放量率还是上不去,1
124,豆友211122202,25,换汤不换药，女主还是依附男性太恶心了！,1
125,是是非非WuHu,27,女主好尴尬啊 男主男二还有点帅 但也看不下去,1
126,书中自有颜如玉,33,演技好尴尬的好吧？一群人在捧什么？？？,1
127,风雪夜辞,27,"讨巧。
表面换的女性的认同，以女权为噱头，一个女主几个帅哥围着转。
实际还是干着古代封建阶级维护男人，让男人看着也爽。
搂钱的话很棒，但是水平是真的差，稍微一动脑子就像被喂了屎。",1
128,时光里的静谧,35,什么垃圾电视剧，一集弃，现在的观众都是什么审美！,1
129,你你你好烦,33,惹！本来觉得题材蛮新颖，结果，剧里面好多bug，那些男的也太吃藕了，第二集还是第三集里面。。。好他妈油腻,1
130,[已注销],31,别再输出这种东西了，狗血，低俗。,1
131,呵,32,逻辑啊全都喂了狗  编剧（我说的不是女主角）为了促成情节点不择手段，哪怕尴尬毫无逻辑解释不通，反正情节点达到就是编剧的唯一目的……这么说来编剧和女主其实也没啥差别科科，强行走主线呢……,1
132,Chesatrap,35,当事人表示非常后悔，真的越来越难看。编剧是不是有什么问题啊？强凑剧情，醉了,2
133,png,28,…………………………………,1
