,username,vote,review,rating
13,二十二岛主,1888,这部电影我等了2年，而张艺谋为了拍它等了50年。之所以这么想要把这段故事带给观众，除了张艺谋本人对于露天电影和胶片的情结之外，可能还在于，现在确实不会有导演再拍这样的电影了。这在一些人看来未免有些古板和过时，毕竟很多年轻人别说胶片电影了，就连露天电影都没有看过，短视频、流媒体和移动设备的崛起已经大大改变了年轻观众的观影习惯。当电影院都变得可有可无的时候，又有几个人会在意电影放映的过去与沿革呢？但没人拍不代表不该拍，事实上在我看来，尤其是在今年这样一个特殊的节点，《一秒钟》的出现是更具价值和意义的。现在看到70岁的张艺谋，在“从心所欲不逾矩”的年龄回归初心，拍了这样一部关于光影记忆的电影，我突然也有了勇气，希望在我70岁那年的时候，也能圆了自己少年时的梦，拍一部关于“电影”的电影。,4
14,Paco,136,"铭记这一刻。我也拥有了那一秒。
《一秒钟》起于“放映员”与张艺谋的归一，收于“女孩”与女儿归一，最终也是“片子”与所有人的归一。没有比这更简单淳朴却又无懈可击的能量了。电影的能耐就是，即便以现在这个样貌，国师也可以把渺小又复杂、血脉相连又归于尘土的中国人讲得一清二楚。没有经历划痕和洗尘，甚至不会这么完美。©张艺谋、张译、刘浩存到场。",5
15,冰红深蓝,85,1.尽管注定是一部空白甚多的电影，但其中蕴含的情感却绝不苍白。这也是张艺谋新千年来最质朴纯澈的作品，配乐精简，情感在静默时刻涌动，色彩与故事也都极简，但却藏不住历史深处的酷烈创痛与千头万绪、百感交集的个体遭际。2.保卫队长被放映机灯光照亮的那一刻，多种权力在此交叠：强力执行的权力，掌管放映的权力（一如范电影的颐指气使），以及电影作为意识形态国家机器的权力。吊诡的是，电影的某种“真身”似乎始终缺席，本片中的电影，化为了手影游戏、剧场与集体狂欢，抑或音乐（“《英雄儿女》的歌真好听”）、恋物对象（胶片），甚或仅是两帧照片，不过，电影作为综合艺术的特质也由此彰显出来。3.张译和范伟人戏合一，无可挑剔。4.国师对残损的父子/父女关系母题和奔跑动作的钟情一如既往。5.我相信，曾有的伤痕终究会浮出黄沙。（8.8/10）,5
16,判官,1215,拍得哪儿是电影啊，是那个年代被埋没的人。,4
17,方枪枪,1172,《一秒钟》面子上讲的是对胶片电影往事的缅怀，但骨子里却是更直击观众内心的时代悲剧与情感表达——张译饰演的张九声与刘闺女两个陌生人因一盘胶片引发各种误会再到最后和解。故事里有太多让人五味杂陈的情节：张九声对见女儿的渴求，虽电影里没表明，但可猜测：他女儿早已去世，所以为了女儿《新闻简报》里出现的那一秒钟镜头他泪流满面，重复观看乐此不疲，甚至为那截被人丢弃的胶片歇斯底里；范伟饰演的范电影这一角色更复杂多面，一方面为保住自己工作举报张九声，同时也冒很大风险将张九声女儿那段胶片偷偷剪下给张九声.....电影在演员精湛演技下更触动人心，这就是大导演的功底，返璞归真，化繁为简。时代的浪潮下，你我无非只是一根野草，一粒沙子，被时代裹挟，被风沙掩埋！,4
18,Mon,1235,张艺谋剪片子的时候，可能跟张九声兜里的胶片被手臂上戴红巾的人抢走时一样难受吧。,4
19,奥尼阿伯,2451,抓人那段，突然黑屏了，一开始我以为是故意的，后来放映员进来道歉，说放映事故了不好意思，正在调整。旁边阿姨说：我还以为崔干事进来了。,3
20,西帕克,839,影像可以修补删减，但历史呢？,4
21,不良生,175,1，电影里有一幕，是影剧院里放映着《英雄儿女》，空旷的门口阶梯，男子张九声找到了女娃刘闺女，他们有一小段并肩，头顶一盏灯光打在他们身上。这一瞬我突然觉得，他就是“英雄”，只不过是出逃的英雄，是背负劳改犯之名的英雄，是潦倒不光彩的英雄，是为了看女儿“一秒钟”而跋涉漫长黄土的英雄，是落了平阳的英雄；她亦是“儿女”，只不过是不那么好命的儿女，是脏兮兮的儿女，是被人世温柔相待给遗漏了的儿女，是守护着弟弟卑微活着的儿女，是青葱年纪的花儿不那么红的儿女。他和她，也是一对“英雄儿女”。2，我坐在电影院里看电影，电影里的人们也在电影院里看电影，恍惚间产生一种映照呼应。3，光影是多么神奇、美妙、恩慈的造物，让这些苦难、沧桑、悲怆、癫狂、失孤、独活、暴戾、伤心的人，都能在看电影的过程中得以公允安抚，与片刻安宁。,5
22,⠀,863,绝对是2020年到目前为止最值得看的国产片，没有之一，国师拍这种题材太驾轻就熟了，仿佛看到了九十年代的张艺谋。范伟的部分很搞笑，除此之外，从头到尾都是很干净很纯粹的叙事与展现，只剩下个别镜头和台词暗示着观众。结合阿德映后提到那个暗黑的彩蛋(女儿抗面袋时被车撞死了)，估计仅存的一点点反思与批判的成分都被提前咔嚓掉了，但还好没有影响到整片的气质。ps.超前观影还见到张导、张译、刘浩存了，张译好亲和一人哈哈哈。,4
23,那由她,707,啥时代了，找一个白嫩的学表演的女孩脸上涂点黑泥头发弄乱点就是流浪汉了？,2
24,朝阳区妻夫木聪,1507,是好看的，但不知为何我找不到合理的情感附着点。当深刻被不合时宜的幽默给消解，当控诉被一腔热血的情怀所遮蔽，当时代退到银幕背后只留下一道道清晰的划痕，当记忆被风沙掩埋只剩下模糊不清的轮廓。到最后，看到的只有三个处境相似但又各有不同的个体，在一个满目疮痍的年代，拧巴地彼此伤害又互相取暖，而头顶上方悬着的那颗红日，晒得人睁不开眼，也没有人敢抬头看。一秒钟能记录什么？电影又能承载什么？虽有遗憾却也无意苛责，毕竟现实内外，这部片子都做出了最好的注解。,3
25,楚门的世界,165,我已经厌倦了国内电影，特别是剧情片，爱情片，去电影院我只看欧美电影,1
26,影志,728,导演对“胶片时代”一去不返的致敬，也是对“看电影”这件事细致入微的回忆与热爱。范电影，名字就是最直接的情怀。那个年代，多少人想当放映员，看电影就跟过年一样。电影放映员001号搪瓷杯，是一个至高身份的象征。这是一部“电影放映员技术普及片”：对电影里范伟清洗胶卷的仪式感叹为观止。“这上面都是各行各业的先锦人物，他们脸上不能出现你肮脏的手印”；这也是一部“聚集看电影回忆篇”，台下台上窗台都是观众、放映时跟着一起大合唱、映后搬凳子散场；这更是一部“当代文明观影指南”：开场后鸦雀无声，自觉性和不受任何旁物分心。回想当今，我们经历着的指尖放映、独自观影、干扰观影…无限唏嘘。胶片灯罩，散发着的就是电影之光。,4
27,Cycble,610,"①一个想要看贴片里的女儿，一个想偷胶片做灯罩，两个对电影各怀“鬼胎”都算不得爱电影的人，被绑着看了一场电影，她说想爸爸了，他没说他想女儿，因为，他坐在那里就是想女儿本身。

②一生太短，一瞬好长。正因为时代的一粒沙落在一个人头上是一座无法逾越的大山，那些透着光亮的瞬间对一个人才显得格外重要，不然活个什么劲儿呢。

③“只要不停电，想看几遍看几遍。”因为当时播放一次电影太难，所以看电影像是过年，而今播放只需要轻轻一摁，跳着看，二倍速看，边玩手机边看。新世纪的电影院更像是让人专心进入一场电影的物理隔断。人啊，太容易得到，果然都不太会珍惜。",4
28,Mia,430,我只能用陈词滥调来形容啊，故事简单过度煽情，虽然知道张译在执着什么，可人物仍然是空洞的。,3
29,薇羅尼卡,951,“你是个坏分子，我要让保卫科的人来抓你！”很重的历史中很轻的一瞥，却无法真的轻松。每个人揭开后都是一身伤疤，然而还要笑着去回想面对，能不拧巴吗？就像结尾多余的那场戏。国师走心的一部，能在目前拍出并上映就算奇迹一种。另，浩存妹妹天籁之音，眼睛里有星星。,4
30,K,549,张译我太可了，范伟有点浪费，刘闺女有点演，刘弟弟像一个有哮喘的富贵小公子……,4
31,亵渎电影,254,这个故事具备成为好电影的可能性，这种小格局的故事也非常符合当下艺术电影的主流，编剧技巧在一些重头戏上还是有过重的痕迹，像张译放着两步路不自己送胶片盒，偏要把盒子交给小女孩那种设计，编剧在技巧、人设和剧作节奏上的考量是没有问题的，但片中类似于这种技巧的设计感太强，还是会片子稍微匠气了点，故事感多了点。这种脱胎于《陆犯焉识》的故事，应该是张艺谋自己发自内心想要拍的东西，可惜在审查面前，男主角的人物背景被彻底架空，剩下的也只有时代符号和电影情怀了，初心在哪里，力度却全没了，这是属于我们当下这个时代的悲剧。这不是导演的问题，这都是个人无所控制的了，太可惜了。,3
32,阿怪,261,抱着中国版《天堂电影院》的期待来看的人，一定会大失所望。《一秒钟》是写给一个时代的挽歌，但不是写给电影的情书。三个主角喜欢电影的原因，一个是因为想看女儿，一个是因为想做灯罩，还有一个是因为放电影这份体面的工作。把电影换成书籍和音乐，这个故事依旧可以成立，这使得这部关于电影的电影呈现出一种别扭和错位感，并且这和删减与否没有关系。片中真正热爱电影的人，是积极排队帮忙冲洗胶片、脚踮在人群最外围的自行车上看电影、坐在高高的剧院窗户边沿上看电影、以及在剧院里跟着唱电影主题曲的普通群众，他们才是影迷世界里最动人的片羽吉光。,3
33,空山,415,“一秒钟太短，不够。”但历史啊，连一秒钟都不会留给普通人。,4
34,Timetomb,352,这么多年过去了，新闻播报的遣词造句、举报扣帽子的风气、政审连坐的制度全都保留了下来，唯独对电影的热爱没了。,4
35,frozenmoon,191,明白在当下拍一部这样的电影有多难，也见证了莫名其妙的压力和变故，但即便怀着某种电影外的尊重和期待去看，即便自己脑补没有删除女儿的死，即便真的结束在黑屏的那一瞬，这电影也没有那种真正击中人心的力量。导演想用“小”切口反应大灾难的做法没有成功，张九声奔逃出来看一眼女儿生前影像的执着，留下的是演技而没有共情，刘闺女想要夺胶片的动机和张九声看电影的动机，没有彼此作用着让情绪上升，而是一直彼此消解的。那个孩子的眼神和动作都难以令人信服，她不属于那个时代，她眼神里没有内化的恐惧和混沌。张艺谋把个人对电影、胶片和特殊年代灾难史的记忆混在一起，该拷问的和该抒情的彼此拽了对方的后腿。,3
36,马吟吟,237,挺酷的（但要命两年后我怎么看出cp感了,4
37,の勿忘初心,244,吹过了,3
38,mumudancing,196,早场电影的第一张电影票是我买的。全场也只有我一个人看。我挑了个好时间，因为可以在电影院噙着一汪眼泪到最后肆无忌惮的哭。这部电影太苦涩，也太真太美。“一秒钟太短”，人生也不过须臾。两手空空，捏起来什么都抓不住，放开手就是世界。,5
39,木卫二,108,一秒钟，即永恒，亦是擦洗不去的痕。从柏林退赛到最终上映，两年间的千审万查，导致人物动机被埋，宣传口径改成了对胶片的情怀与爱——然而所有人物都不爱电影，也不可能爱电影。当新闻简报的胶片，被当做木乃伊圣体般运送，又被清洗擦拭晾干，如同今日的电影修复，死去的人，又在电影院活了过来。当张九声和刘闺女被五花大绑成Kappa状，保卫科的壮丁们还对着银幕滚热泪，如果你无法从这一幕解读出痛彻心扉的时代惨痛，那么，《一秒钟》就会被误解为虚情假意还表错情。,5
40,徐若风,293,即使是审查下的残片+补拍，仍旧在能言之处做出有效表达，在不能言之处做出“无言之言”。在颂歌中流泪，在风沙里被掩埋，简单、纯良而又承载厚重。具有喜剧色彩的段落也因此有了一股“苦中作乐”的劲。张译几次情感爆发的表演仿佛能将人吸入他的体内；他和刘浩存多场沙漠奔跑的戏，里头也仿佛有种穿透情感、穿越历史的身体感。,4
41,把噗,194,在那个年代，电影不是消费品，而是奢侈品。人人“各怀鬼胎”：为见死去女儿一面的张九声，为给弟弟做彩灯的刘闺女，手握放映特权的范电影，苦等电影的劳苦大众……在一盘胶片的失与得之间展开命运的角逐。对胶片电影的热爱看起来更像一个幌子，为了呈现特定时代背景下不同人物的遭遇和困境。老谋子返璞归真，放弃了炫目的形式，朴实无华地讲了一个好故事，或许是近来最让我沉浸于故事中的一部电影了。,4
42,阳弘,131,片子没思想、故事说不通、人物演不出、哎，视听语言很平庸。国师的准确定位是一位极优秀的摄影师，胶片风中沙的美具有时空的艺术穿透力，但是电影没有，最拉垮的仍然是故事与表演层面，故事无深度少趣味依靠牺牲故事逻辑的煽情走戏，人物演不出应有的时代感与贴合现实的人性纹理（导演占多半责任），只有范伟出现的段落才让人看得过瘾。说特烂又真犯不上，七十年代的物理空间与时代氛围的复原非常棒，画面称得上赏心悦目。单从艺术的角度来讲片子是极度缺乏生命力的，只有在那两个羊角辫花棉袄的美丽刘闺女出现时，才能真正让大家感受到张艺谋的内心，那是带着绝绝对对地，真情实意的。,3
43,啦啦啦,158,刘浩存能别营销了吗?热度六的热搜12骗鬼呢，电影没上就上了三四个热搜?老瞪眼显你眼大?,1
44,私享史,132,给公映版7分，给未遭审查删改的原版8分，给没有自我审查的不存在版9分。有公映版漂亮的骨架搭在那里，可以想象如果创作完全是自由的，那副骨架能丰满成多么有血有肉有骨有皮的样子！虽然张艺谋一开始就说了“政治和苦难是既远又淡的背景”，但“非不为也是不能也”与“非不能也是不为也”是两码事，这样一个小格局的故事，如果失去了大时代的背景，它就什么都不是，因为它的矛盾冲突和人物弧度只会发生在那样一个时代里。即便导演真的只专注于这个小故事，大背景也应该如实地躺在那里，而不是被疏远和淡化。然而，即便经过了疏远和淡化处理，大背景已然如出厂自来水般无毒无害，却还要被进一步删改，伤筋动骨，丧心病狂。贾樟柯说得好：“电影事业，不能这么搞。”大环境如此恶劣，每一个还怀揣梦想坚持为文化事业做贡献的中国人都是可敬的。,4
45,圆首的秘书,175,上次这个水准，可能还要追溯到《归来》之前（甚至更久远），所以真可以说是个人在院线看过的最好的张艺谋，如果当年真的在柏林展映，会和《地久天长》和《少年的你》一道，形成一个非常有趣的政治序列。删减是个问题，也不太是个问题，毕竟已经看过太多讳莫如深，而影片对人物的叙说本身也很克制。新加的“新闻简报”结尾和“正片”明显区隔开来，未尝不让《一秒钟》成为一部并非刻意为之的、充满讽刺意味的元电影，而当然这回值得被反复观看的依旧是正片，是电影，而不是那段宣传工具。,4
46,邓安庆,213,《归来》只取最后结尾处拍，因为原著《陆犯焉识》之前涉及到的史实不好拍，《一秒钟》也是，张译逃出去的那个监狱只敢提一嘴，也不敢深究。发生在不久之前的历史，全是禁忌，只能绕着弯儿作为背景。知道这个背景之后，再代入电影中去，就知道张译为想看那一秒，可以顷刻间变得如此凶狠，也因为不能珍藏那一截女儿的胶片，如此心痛。电影一切看起来朴质简单，沙漠之中两个小小的心愿，女孩的历史不能深究，张译角色的历史也不能深究。一深究，就是历史真相的残酷，就是技术原因必须修改。可说与不可说，电影内与外，都还在继续发生。,4
47,Derridager,196,即便删改痕迹明显，上映困难重重，但每个人对作为毛意识形态的物质载体（胶片）的争夺却已然构成了最大的反讽——无论是为保职位，还是为见女儿，又或是为作灯罩。反正无一人真正地在乎胶片里想传达的是什么，民众们看电影完全是当节日或事件来参与。当张译饰演的张九声坐在台下一遍遍地看着本来应该重复学习的先进事迹，他对借助重复达成的宣教视若无睹，心中只有拥有“一秒钟”镜头的女儿。革命力量也正是蕴藏在一秒钟里，在人民生活的细腻之处。,4
48,顿河,79,一秒钟，只需做一个“改动”，就是这是女儿自杀前最后的影像。所有的情节动力和人物关系张力就饱满多得多。不过目前的故事已经能指向一生不过刹那，进退只在须臾，一秒钟的代价有多昂贵。聚焦在胶片上，是个很形式很讨巧也很珍贵的角度。一秒很短，人生很长。,4
49,室内滂沱,214,皇天不负有心人，我相信那一帧胶片还在原地等着他，因为女儿等爸爸，会一直等的。有和想要承载的悲痛主题不符的诙谐，但也不算是大问题，讲几个目的相悖、互相不服的人，因为一场共同的危机而临时联手，这里面本身就有喜剧成分，影片中段那漫长的一夜已经接近三一律了，情节流程很充沛。一开头就觉得此片音效很好，没想到后来有了奇效：电影里的电影《英雄儿女》结尾那首歌，一开始有台下观众稀稀落落地跟着合唱，我一时竟没分清是片中看电影的那些人唱的，还是我所在的这个影厅里坐我周围的人唱的，突然感动万分，在那一瞬间我理解了我父母在他们那个年代的真挚奔放。把手握电影的人描写成具有如此至高权力的人，看电影的人则千人一面，张艺谋此时是高傲的。但他把故事里最懂电影的人描写成了一个真正的混蛋，此时他也是有自省的。张译不得了啊。,4
50,艾晨,70,电影就像那盒被拖了几里地的胶片一样，模糊了背景，特别是模糊了女儿的下落这个因素，让男主的行为变得动机不足，情感冲击也就没那么强。以及，女主的声音不适合这部电影。,4
51,南悠一,56,"无论《山楂树》《归来》还是这部，最让我不喜欢的一点是，都讲得太直白了，甚至不如《影》之复杂。编剧技巧过于匠气，是它们失去灵气的原因之一。经过分析，我觉得，被剥离了时代背景，才是导致这些故事变得直白的主要原因。在创作中，当人物被剥离了环境，无非也就那么点赤裸裸的事儿：少年的纯爱、夫妻的坚贞和父女的羁绊。

对于明显被审查造成问题的电影，我是绝对不会体谅的：他追忆他所经历的那个时代，已经被审/查抹去了；而我正在经历的，是一个审/查泛滥的时代，我不可能假装一切都没发生，用所谓高分去遮掩审/查的存在。我只有不体谅，才能对他和他的时代表达最好的尊重。",3
52,奇爱博士,81,大时代中的小情景，叙事结构精巧但信息量较少。放在电影资料馆做世界首映，实在是太合适不过了。观影过程中几次流下眼泪，感受到了作为电影工作者肩负的神圣使命。我们今天的所作所为，时间都会给予公正的审判，一定要努力呀。11.26艺术影院,4
53,小A,219,几乎是张艺谋近几年最好的剧本。特殊历史年代的一瞬间，简单几个人物就能构建厚重的戏剧张力。寻找女儿最后影像的故事，不是直接控诉而是聚焦普通人的无奈无力无助，就像张译台词所说，“14岁的孩子，争什么啊”。你能从影片里看到多种类型风格，喜剧、悬疑、默片的融合，严丝合缝。很多场景没有对白，用镜头推进故事，有助于观众不受打扰沉浸在情绪里。一百多年前默片时代的视听语言在今天的电影里还发挥重要作用，前人的底蕴和积累总会为后人留下有价值的遗产，这是电影艺术生生不息的源动力。,4
54,桃桃林林,54,7分，一片荒漠与被埋了的胶片。,4
55,嘟嘟熊之父,301,很遗憾地说，张艺谋已经丢掉了重现一段历史的能力，以往对时代标志性气质的提炼，被道具与布景的勉力贴合所取代。当镜头扫过表情松散的群众，如同在紧绷的小品式桥段中插入了可有可无的缓释剂，而这本应成为影片最刻骨的内核。演员表演的精准反倒让他们失了魂，对时代的回眸仅仅在他们于荒漠上奔跑的那一刻显露出端倪，而这恰是他们对身体失去控制的一瞬。当然，这也是张艺谋早已熟稔于心的技能。,2
56,Mr. Infamous,216,很讽刺，文化贫瘠时电影才是至宝，放映员才是众星捧的月，现今变的早已不只是定位，更遑论虔诚与尊重。严歌苓绝妙的《陆犯焉识》又被拎出一段，但令人悲鸣的故事总被干扰，尤其是仿如两个次元的表演。在剑拔弩张之后，实在很难信服二人会仓促产生某种父女般的羁绊。新谋女郎有太多需要锤炼的地方，久别重逢那个微笑如此章子怡，就更显拙了。结局被删，影响至少有半星。没办法，国师回归当年与乡土，真有太高期望。两星半。,2
57,#水泥#,47,五星给柏林版的《一秒钟》。那原应是女儿生前的影像，只有一秒钟，不足以让人费心剪去；只有一秒钟，也有人会记住，值得拼死逃出来看一遍又一遍。有人会把枪抬高一厘米，有人会一时兴起踩碎他人最后的一丝念想，有人会即便不完全明白个中来龙去脉，依然愿意遥远地高举白纸展露善意。至此，柏林版的《一秒钟》已全部结束。2020年中国的影迷，要学会在自己的大脑里自制“大循环”，即便声画都已被磨损，也要试图抢救修复电影本来的样貌。,5
58,文森特九六,146,绝佳且是由衷的寓言：电影是实现意识形态控制的理想工具。较之时代背景的介入，更多的空间留给了一则世俗故事，似乎是早有预料，又似乎本来即是如此，人物同电影间产生的互文仍是紧紧缠绕的，于是我们得以从二者反推出已经被迫隐藏的大背景下的精神状态。因此表达是依旧奏效的，当银幕中的人们在看电影，银幕外的我们在凝视着他们，或许一切照旧，从过去到现在，从《英雄儿女》到《金刚川》。那么这对渺小的“父女”该何去何从，“两年后”字幕之前的真结局透露出作者对“电影”二字的绝望，这种绝望是步于本来的最终一丝希望之后，张的创作心境是有多痛苦，不敢想象。至此，最后的结局呢，胶片还是遗失了，丢掉了“电影”的二人立于茫茫荒漠的相视而笑意味着什么，可能是张的一次无奈抉择，珍惜他接下来的每一部电影，陷于“电影”的我们或许还有机会。,5
59,云中,46,荒芜、暴力、恐吓、告密……当然还有那仅剩的温情。残酷的沙漠覆盖了那两格承载所有记忆与情感的胶片。这不是写给电影的情书，是遗书。张艺谋二十年来最好的作品。,5
60,孟三哥,190,电影很美，情节很平，张译有点用力过猛，两个人莫名其妙的拧巴，较劲了一个多小时，新谋女郎不怎么行，演的不行，没有灵气，片尾曲唱歌也唱的不咋的。,2
61,专给索大指路,73,带着妈妈去看的，老妈哭的不行，我问她哭什么，她说张译看电影的眼神太戳人了，他女儿一定是不在了，是的，张译演的太好了，可是我们的电影还是太不敢拍了,4
62,锦,48,与布满划痕的胶片一样，这电影本身也是残缺影像。总是需要去指认那些“不属于电影”的部分，之前是片尾字幕、“XX年后”、补拍的彩蛋，现在是黑屏之后，那过于明亮的天和衣服。但这并不是一部关于电影、影迷的电影，也不是情书遗书，而是“时代的一粒沙，落在个人身上，就是一座山”。,4
63,汪金卫,53,即使被重重所谓喜剧、胶片电影情怀的“糖衣”裹挟并弱化时代背景，故事内核仍是人性之悲悯、集体碾压个人之悲剧。片中有哪怕一个角色真正爱电影吗？逃犯-刘闺女-范电影-崔干事，阶级社会地位逐渐攀升，人性的善意逐渐削减。男主冒生命危险只为看一秒钟新闻简报影像，他爱的是朝思暮想、甚至可能已去世的女儿；范电影享受着放映员身份的优越感，一心想告密立功保住位子。即使最终被男主打动，他爱的也是小小的特权；刘闺女费尽周折只为做一套胶片灯罩，她爱的是相依为命的弟弟。至于崔干事等人更无情可憎地扔掉珍贵胶片，摧毁了男主最后的温暖希望。演员状态和表演都对。设定很难不代入《陆犯焉识》开篇老几看电影的故事，更加感慨。此片可称得上《归来》前传或另一种《活着》，唯独偏偏不“迷影”。细节交代有缺失遗憾，但仍有力量有表达。三星半,4
64,翻滚吧！蛋堡,174,是《每个人都有他自己的电影》中迷影情结的延续，老谋子用返璞归真的故事道出对胶片和电影的纯真挚爱。本无意再去控诉时代的疤痕，无奈戏里戏外都在遭受委屈和遗憾。历史可能会被黄沙掩埋，一秒钟很短，伤痛却可以很长。,4
65,山下猫,112,两半，因为拍得并不抓人，所以很容易被出戏的部分夺去注意力，之后就越看越假。那个年代农村家家通电了么？刘弟弟借个灯来学习？那么宝贝的灯小阿飞怎么舍得借给他？倒是看到胶片带来的特权，以及这特权下人的面目，灯罩就是特权的圣杯！不禁心里又一次叹电影数字化得好呀。情节刻意，台词没劲，女主角有种网红的娇气，Morning 居然说看到袁咏仪和杨采妮的感觉，我要黑他！全片最有冲击力的镜头还是《英雄儿女》王成喊话那一推。我不太相信删减一个情节点会造成这么大的伤害，本身拍得就平且缺乏细节,2
66,3nyaww,58,刘闺女有背景？演技这么烂,3
